id_vehiculo,id_siniestro,placa,chasis,motor,marca,modelo,anio
VEH-00852,SIN-00852,L726M476,DOV291725868RheU,KoX3263,Mazda,3,2017
VEH-00853,SIN-00853,H804N237,HcA315862463xkkg,msF9152,Hyundai,Accent,2019
VEH-00854,SIN-00854,K626M996,ZoT023481015wshI,DYD4956,Toyota,RAV4,2013
VEH-00855,SIN-00855,H739M264,RwT068766608INbj,oZB8668,Mazda,BT-50,2014
VEH-00856,SIN-00856,M246B564,BSC205547965olRp,ZUb0911,Nissan,Kicks,2024
VEH-00857,SIN-00857,N765L198,LLP847869567kpCU,swW8237,Toyota,Corolla,2021
VEH-00858,SIN-00858,F194K952,INx054505031NvkA,IDU4026,Nissan,Frontier,2019
VEH-00859,SIN-00859,K427E161,sax600486319shSx,JlS8311,Hyundai,Tucson,2012
VEH-00860,SIN-00860,E584N883,YSi597477990KqtQ,QMZ3646,Nissan,Frontier,2019
VEH-00861,SIN-00861,A625E407,snl262785973azDD,QVj3733,Chevrolet,Spark,2015
VEH-00862,SIN-00862,M799H276,SLN864451385gvul,HkN6047,Nissan,Versa,2024
VEH-00863,SIN-00863,K999K109,aez355180429lGKO,lGv6933,Chevrolet,D-Max,2021
VEH-00864,SIN-00864,P339K759,RDj175219925DBWK,foa3481,Chevrolet,Spark,2021
VEH-00865,SIN-00865,C280C942,xnG512404615BoHZ,WfB5233,Hyundai,Accent,2017
VEH-00866,SIN-00866,F462R685,WiS222910308rTuD,NnW5034,Nissan,Frontier,2021
VEH-00867,SIN-00867,B824A389,Wuj868268022KofK,zWF3717,Mazda,2,2021
VEH-00868,SIN-00868,C239H257,ZCK069790586SnSA,UgZ2097,Hyundai,Santa Fe,2016
VEH-00869,SIN-00869,A188C900,HmL937486645xqNi,LMp2238,Kia,Rio,2015
VEH-00870,SIN-00870,H368M584,UwZ111767007XlkC,gFA7243,Hyundai,Accent,2015
VEH-00871,SIN-00871,P808F572,iSK709294961PRDJ,oXd4251,Chevrolet,Aveo,2020
VEH-00872,SIN-00872,C290R344,vDp211001240OmdI,qXG1341,Kia,Picanto,2014
VEH-00873,SIN-00873,D254A891,ncp977707843CGZw,Uxy5468,Toyota,Hilux,2021
VEH-00874,SIN-00874,G614C329,qWA848265387QJbf,xMU9393,Toyota,Corolla,2013
VEH-00875,SIN-00875,K673B266,HLx227925776gXHO,fpR0791,Hyundai,Accent,2020
VEH-00876,SIN-00876,C692N793,Ksj473460101CbUb,soj2796,Mazda,2,2016
VEH-00877,SIN-00877,F292D944,rWC134743765ArqP,eNP5947,Hyundai,Accent,2022
VEH-00878,SIN-00878,B625E171,RSn333850412DYSZ,jXX1425,Mazda,CX-5,2015
VEH-00879,SIN-00879,N675G196,clY197405092qQkC,Wyk0268,Hyundai,Elantra,2014
VEH-00880,SIN-00880,P983N600,fSX945578370UgOr,voq8880,Chevrolet,Spark,2016
VEH-00881,SIN-00881,C595C111,TID967855014oNHZ,cuD6215,Nissan,Kicks,2023
VEH-00882,SIN-00882,C733D618,LXg808942252HylO,riA3933,Mazda,2,2016
VEH-00883,SIN-00883,L932A214,HnP077449430LNeh,Kum3680,Toyota,Hilux,2023
VEH-00884,SIN-00884,F123H378,Hfk578330547yhsl,qyG3684,Chevrolet,Captiva,2021
VEH-00885,SIN-00885,P128R178,JsK609488318MkKA,stR0268,Hyundai,Santa Fe,2020
VEH-00886,SIN-00886,N453B946,aYh594975522Blip,ppB6213,Kia,Sorento,2019
VEH-00887,SIN-00887,E466Q255,VaI452861883OncK,jXY4685,Hyundai,Tucson,2013
VEH-00888,SIN-00888,G220N126,nRK101930789JzyT,rNc5378,Kia,Sportage,2022
VEH-00889,SIN-00889,C195B423,ToV406708799FiEn,mCN0968,Kia,Sorento,2012
VEH-00890,SIN-00890,N980G161,zcC264987315MRGo,wGi6409,Chevrolet,Aveo,2018
VEH-00891,SIN-00891,A113M708,wou492546628xHPy,Sgv1130,Kia,Picanto,2018
VEH-00892,SIN-00892,N506H981,xJh418915511yiSD,xjH6720,Mazda,CX-5,2024
VEH-00893,SIN-00893,G806Q160,Ngc094470506YaUV,vtg1388,Chevrolet,Spark,2019
VEH-00894,SIN-00894,L635A900,pGK330881604cPQR,rFY0499,Toyota,Corolla,2021
VEH-00895,SIN-00895,C380B672,WHX184119537oHcn,Utr1951,Kia,Sorento,2015
VEH-00896,SIN-00896,F321K320,SWt719150875KwPI,sPK9619,Chevrolet,Spark,2024
VEH-00897,SIN-00897,L647R400,kJW946142647Uyes,aPt5659,Kia,Picanto,2023
VEH-00898,SIN-00898,G738F349,Ykj894793662auyO,idZ8190,Mazda,2,2017
VEH-00899,SIN-00899,A960R290,CUW823010161MvGq,riD3775,Mazda,CX-5,2020
VEH-00900,SIN-00900,E802M663,dgr515843589NNkb,cFK6599,Hyundai,Santa Fe,2023
VEH-00901,SIN-00901,M423D316,daf434318764UbFD,Syk2175,Hyundai,Accent,2021
VEH-00902,SIN-00902,A319K631,Bms134698136dLco,BrM8541,Kia,Sportage,2024
VEH-00903,SIN-00903,P607G660,drE057772664MHjr,nOp7481,Chevrolet,Aveo,2015
VEH-00904,SIN-00904,G248H644,aRa419424332oqJK,oYL8544,Kia,Rio,2012
VEH-00905,SIN-00905,H521J549,gSZ804449187hpUd,icO3997,Hyundai,Santa Fe,2020
VEH-00906,SIN-00906,P531J629,QsH791270589qgDw,RoX9227,Hyundai,Elantra,2023
VEH-00907,SIN-00907,J200N336,UqN172877389Zjqo,mWD3865,Kia,Sorento,2024
VEH-00908,SIN-00908,E139N333,yGo806484190vutv,BDK1491,Toyota,Corolla,2019
VEH-00909,SIN-00909,M272Q592,dzL196409943uOlz,PaN6023,Hyundai,Elantra,2012
VEH-00910,SIN-00910,J466K104,YWN625630952PcOW,fhu7084,Toyota,Corolla,2013
VEH-00911,SIN-00911,J359C478,Leu104042311QFdG,Tlt2974,Nissan,Sentra,2014
VEH-00912,SIN-00912,D823K828,Kwp794526879DHuV,vwN6056,Mazda,CX-5,2023
VEH-00913,SIN-00913,C174P651,gYQ634232063vRpc,XSI1719,Kia,Sorento,2013
VEH-00914,SIN-00914,K495A980,Gko930246171wRYk,Tgg4477,Toyota,Hilux,2018
VEH-00915,SIN-00915,C628F509,jFd868440624tJtK,Sgo5748,Toyota,Corolla,2024
VEH-00916,SIN-00916,L447J488,aLl428436946HYCg,RSE0823,Hyundai,Santa Fe,2016
VEH-00917,SIN-00917,N612H488,KQz841409874vbKP,pPn3252,Chevrolet,Captiva,2024
VEH-00918,SIN-00918,R562C373,BIP635772927wwWJ,luY7558,Chevrolet,Spark,2015
VEH-00919,SIN-00919,J747L387,qIx005062135tTyj,OYx7276,Hyundai,Santa Fe,2021
VEH-00920,SIN-00920,P906P129,HIx097226698RHsL,LxP1147,Hyundai,Accent,2015
VEH-00921,SIN-00921,C194P758,yFE528464769dDbg,Jxs3202,Toyota,Hilux,2014
VEH-00922,SIN-00922,E325N919,cNs514840576cLne,jZo9291,Kia,Sorento,2016
VEH-00923,SIN-00923,E807D767,IaS489469955isqK,fXO9069,Nissan,Sentra,2023
VEH-00924,SIN-00924,N916H647,nxl062900128UMfO,AUh2500,Chevrolet,Captiva,2022
VEH-00925,SIN-00925,L957Q121,sKs297532283zffe,LAg5269,Toyota,Hilux,2016
VEH-00926,SIN-00926,C516M133,ENH115349083vIxr,XoF2076,Toyota,Corolla,2013
VEH-00927,SIN-00927,P922J976,OQw946254421Msrw,lFL3100,Chevrolet,Spark,2015
VEH-00928,SIN-00928,J675J293,NZV750373069uioQ,uUN8589,Hyundai,Elantra,2019
VEH-00929,SIN-00929,A807P276,aYo570533561YRaL,Lfo3736,Toyota,Yaris,2021
VEH-00930,SIN-00930,L997D412,HhF552765989UmSz,oXO9496,Hyundai,Tucson,2021
VEH-00931,SIN-00931,J391N538,kMR506067755IXED,tku7866,Hyundai,Santa Fe,2016
VEH-00932,SIN-00932,C859R962,bOM825904812kDyd,VJH6101,Chevrolet,Captiva,2018
VEH-00933,SIN-00933,R451F612,GYE477437358YnCe,bga0714,Chevrolet,Spark,2012
VEH-00934,SIN-00934,P860C763,Rdu226312343pYeP,uJQ6381,Toyota,Yaris,2015
VEH-00935,SIN-00935,K572K813,jne384413578tWvI,Yfp2522,Hyundai,Santa Fe,2021
VEH-00936,SIN-00936,H420D935,kZS228501503YauU,GAv0124,Chevrolet,Aveo,2023
VEH-00937,SIN-00937,H943F532,naA026199601unFa,ZEx9605,Chevrolet,Captiva,2023
VEH-00938,SIN-00938,R835C803,jJG281115250RyLy,lOp1807,Mazda,3,2012
VEH-00939,SIN-00939,Q113Q669,xHj051037386zbtS,XPK7783,Toyota,Corolla,2014
VEH-00940,SIN-00940,K751L559,EKI431731492hSvv,NAS9945,Nissan,Sentra,2013
VEH-00941,SIN-00941,H141J994,Rgs227185715swAe,XlD8790,Nissan,Frontier,2020
VEH-00942,SIN-00942,C815K277,CNm223910311QOSs,vmm8180,Hyundai,Tucson,2017
VEH-00943,SIN-00943,M892E906,ANA222037191iDBf,kob1393,Nissan,Kicks,2022
VEH-00944,SIN-00944,R273R830,tdJ847408370grUb,XGE9527,Chevrolet,Captiva,2018
VEH-00945,SIN-00945,R687D775,vkJ815540143BtPU,TpF3894,Nissan,Kicks,2012
VEH-00946,SIN-00946,P433N380,WlT779885672CZCv,asK2508,Chevrolet,Aveo,2023
VEH-00947,SIN-00947,D947C449,RvQ847396918snlT,Aom5632,Kia,Sportage,2023
VEH-00948,SIN-00948,C955Q138,WDE842137015tlEb,wBW7352,Nissan,Frontier,2013
VEH-00949,SIN-00949,A599D218,kpT135781676WXDq,KRT3407,Nissan,Sentra,2013
VEH-00950,SIN-00950,K510J360,ydd002785535MgDW,YGW5355,Toyota,Yaris,2023
VEH-00951,SIN-00951,C205H161,NJf377921214CEAj,iIp8766,Nissan,Sentra,2017
VEH-00952,SIN-00952,F849K994,rTR518922234lnWh,WCE1271,Hyundai,Elantra,2015
VEH-00953,SIN-00953,L827F346,rxD140451133xwkd,zNJ3680,Nissan,Sentra,2023
VEH-00954,SIN-00954,R399R569,VLe566648071Nsfp,TCF5743,Nissan,Versa,2012
VEH-00955,SIN-00955,D747E448,Idl750446046uHew,Ysm1397,Kia,Sportage,2014
VEH-00956,SIN-00956,D260C868,XAD772663113KoZH,eLy9023,Hyundai,Accent,2020
VEH-00957,SIN-00957,F515R685,ySZ995791772exKC,wUr0136,Chevrolet,Spark,2021
VEH-00958,SIN-00958,N521A251,Tww985980081OeIL,Pdh6002,Kia,Sorento,2017
VEH-00959,SIN-00959,G662G948,HzD088134485wLwZ,xbw5827,Nissan,Frontier,2019
VEH-00960,SIN-00960,P414N876,WmU261150092ZnwV,IsK3054,Toyota,Hilux,2013
VEH-00961,SIN-00961,A949A293,inG383470904gtnX,CLR4093,Nissan,Sentra,2012
VEH-00962,SIN-00962,A557B930,pdx793552542kXrS,gZi7176,Nissan,Kicks,2019
VEH-00963,SIN-00963,B640P830,upy118649476YVxr,IYc1162,Mazda,2,2024
VEH-00964,SIN-00964,H268B610,fbG898724180Gkgm,dUD8735,Mazda,3,2021
VEH-00965,SIN-00965,H379J708,xqy561846950usRT,ttg1535,Mazda,CX-5,2022
VEH-00966,SIN-00966,P603K653,mdW797818832Wpmb,HKD4009,Nissan,Sentra,2018
VEH-00967,SIN-00967,F730P455,cOK032477416jXoH,xkx1145,Nissan,Versa,2019
VEH-00968,SIN-00968,J931L504,TPo699938364oWir,QUN8818,Hyundai,Santa Fe,2019
VEH-00969,SIN-00969,P582N469,DyF789020978YwEe,nCh6095,Chevrolet,Captiva,2013
VEH-00970,SIN-00970,F614D557,viv136704413vRPA,RvO6812,Mazda,BT-50,2019
VEH-00971,SIN-00971,M103B298,zUm989990570AiKz,Nmh5636,Kia,Picanto,2017
VEH-00972,SIN-00972,E162F547,pyd237919654EFrG,mQy3377,Chevrolet,D-Max,2018
VEH-00973,SIN-00973,H159G228,Fex452293272UFfD,ifv0393,Mazda,2,2022
VEH-00974,SIN-00974,M275M553,aAv436963079iPKK,zxp7963,Hyundai,Tucson,2015
VEH-00975,SIN-00975,B572J894,FKM036394504UQnS,JHz6388,Toyota,Corolla,2023
VEH-00976,SIN-00976,H443C543,tcD947583008wYmW,ncl5403,Kia,Picanto,2014
VEH-00977,SIN-00977,E378Q509,kIw723040212Cgpz,YAw4668,Nissan,Sentra,2017
VEH-00978,SIN-00978,E450G593,HRp274186511qhhR,EZg0022,Toyota,Corolla,2012
VEH-00979,SIN-00979,M960G509,hCo604278816iSgN,TSN9382,Nissan,Sentra,2021
VEH-00980,SIN-00980,G239R544,qjY815257090yJCr,Cek5737,Chevrolet,D-Max,2015
VEH-00981,SIN-00981,E253M813,twS608752668wGNF,MWQ7106,Hyundai,Elantra,2014
VEH-00982,SIN-00982,H576E905,scU753156215hyXR,eKp4341,Mazda,CX-5,2019
VEH-00983,SIN-00983,F290L868,doc062462260KyeO,Euy8477,Nissan,Kicks,2013
VEH-00984,SIN-00984,H929H834,NTz278855879jRma,iOj6157,Toyota,Yaris,2024
VEH-00985,SIN-00985,B107K245,XAq629347439uiVY,aVf7101,Nissan,Kicks,2016
VEH-00986,SIN-00986,G860Q111,dSV964339541eRgc,XTs0675,Toyota,RAV4,2015
VEH-00987,SIN-00987,H879G799,esL214692007umrL,cGM4558,Chevrolet,Spark,2022
VEH-00988,SIN-00988,G646J475,tzE484065409ToHn,Wtk6397,Nissan,Sentra,2022
VEH-00989,SIN-00989,E468R660,ZFJ573030639pFOa,Wmn9924,Toyota,Corolla,2016
VEH-00990,SIN-00990,H550D706,elc796609802sLCU,RgG7973,Kia,Picanto,2024
VEH-00991,SIN-00991,D588P685,LCh189762570VUDy,gVY7274,Nissan,Sentra,2020
VEH-00992,SIN-00992,N402M964,tjj044210872DLvn,WhG5046,Toyota,RAV4,2016
VEH-00993,SIN-00993,E198M601,Rwg540704544SzrD,wfr3421,Hyundai,Tucson,2019
VEH-00994,SIN-00994,F545K130,Oyl617751212ncYL,rpb5466,Mazda,BT-50,2015
VEH-00995,SIN-00995,E744Q302,bGG958308489qdUU,ICC3750,Nissan,Sentra,2020
VEH-00996,SIN-00996,M731G369,KGX174908408ZJWK,OXL0797,Mazda,CX-5,2020
VEH-00997,SIN-00997,G750B326,csQ967120323SOnv,hxD9576,Mazda,2,2021
VEH-00998,SIN-00998,Q793G793,Rrk623721047gEDE,Okn0996,Mazda,CX-5,2013
VEH-00999,SIN-00999,M123H268,RaY873674292Beau,BPM8992,Nissan,Versa,2021
VEH-01000,SIN-01000,M875P453,Ngh840727286xjHu,cge4635,Mazda,BT-50,2024
